property_id,property_type,location,city,country,price,size_sqft,bedrooms,status,listing_date
PROP001497,House,Toronto,Lagos,USA,282140.8,6809,1,Sold,2022-03-22
PROP001498,Retail,Toronto,London,Singapore,1892657.7,404,5,Available,2021-11-22
PROP001499,House,New York,Lagos,USA,522581.06,6306,5,Available,2021-01-26
PROP001500,Office,London,Toronto,Germany,761059.92,9294,2,Sold,2022-07-06
PROP001501,Villa,London,London,Canada,1046082.26,2674,1,Rented,2019-05-15
PROP001502,Apartment,Berlin,Berlin,USA,644699.12,7152,3,Sold,2021-04-12
PROP001503,Retail,Sydney,Lagos,USA,359737.13,3524,5,Sold,2018-05-28
PROP001504,Apartment,Singapore,London,Canada,615186.67,6538,4,Sold,2020-01-14
PROP001505,Office,Lagos,London,UAE,1892199.56,7988,2,Available,2018-07-13
PROP001506,Office,Sydney,London,Australia,1220867.18,7892,2,Rented,2018-10-04
PROP001507,Office,Lagos,Toronto,Singapore,1710565.22,3707,2,Rented,2022-09-17
PROP001508,Apartment,Lagos,Toronto,Nigeria,266624.95,9686,5,Sold,2018-11-16
PROP001509,Office,Sydney,Berlin,Germany,1325297.74,3643,4,Sold,2023-12-15
PROP001510,Office,Toronto,Singapore,Nigeria,71811.04,3781,5,Available,2023-08-11
PROP001511,Apartment,Dubai,New York,UAE,122199.96,5495,5,Available,2019-02-01
PROP001512,Apartment,Toronto,London,USA,932956.15,3988,5,Available,2019-09-01
PROP001513,Villa,Singapore,Lagos,UAE,74918.45,606,5,Sold,2020-11-16
PROP001514,Villa,Singapore,Singapore,UAE,761035.69,9134,1,Available,2022-03-09
PROP001515,House,Sydney,Dubai,Nigeria,104079.86,1902,5,Rented,2020-06-12
PROP001516,Office,Lagos,Lagos,Canada,664550.4,2687,4,Rented,2022-01-16
PROP001517,House,New York,New York,Nigeria,701632.73,5631,1,Available,2021-12-24
PROP001518,Villa,New York,Berlin,Germany,1927744.57,4901,2,Rented,2021-06-15
PROP001519,Office,Lagos,Singapore,UAE,1005678.94,5471,3,Sold,2019-01-27
PROP001520,House,New York,Dubai,USA,459352.4,5442,4,Rented,2022-10-17
PROP001521,Retail,London,Lagos,Singapore,1344397.35,1487,4,Available,2018-02-18
PROP001522,Villa,Berlin,Singapore,Australia,1912980.07,8280,2,Available,2019-11-26
PROP001523,Retail,Lagos,Sydney,UK,831225.62,8199,2,Rented,2023-04-08
PROP001524,Retail,Berlin,Lagos,Australia,720484.7,7720,5,Rented,2018-10-07
PROP001525,Retail,Toronto,Dubai,USA,360366.82,7528,3,Rented,2021-09-16
PROP001526,Apartment,Lagos,Toronto,UAE,1547240.48,8546,2,Available,2022-06-29
PROP001527,House,Berlin,Singapore,UAE,1914335.78,1138,4,Sold,2018-05-04
PROP001528,House,Berlin,Dubai,UK,277389.79,4369,1,Available,2022-11-19
PROP001529,Office,Toronto,Berlin,Australia,1791914.45,6923,4,Available,2019-04-03
PROP001530,Office,London,Lagos,USA,1717964.07,4806,1,Sold,2019-12-23
PROP001531,Apartment,Lagos,Lagos,Canada,1304784.7,5779,2,Available,2022-09-09
PROP001532,Retail,Lagos,Singapore,Nigeria,1482128.26,5695,3,Rented,2024-01-26
PROP001533,House,Toronto,Berlin,Canada,1705755.4,2630,1,Available,2021-07-13
PROP001534,Retail,Berlin,Sydney,Australia,1211849.14,8597,5,Sold,2022-04-08
PROP001535,Retail,Toronto,Sydney,USA,1395933.43,6660,1,Sold,2023-11-19
PROP001536,House,Sydney,Berlin,Singapore,285519.56,9150,4,Rented,2024-06-15
PROP001537,Apartment,Toronto,New York,UAE,1876162.37,5898,1,Sold,2022-08-23
PROP001538,Retail,Berlin,London,Germany,1946296.33,444,4,Available,2021-04-25
PROP001539,Apartment,Dubai,Sydney,Australia,1143003.02,3909,3,Available,2021-05-18
PROP001540,House,Dubai,New York,USA,1235025.82,7244,3,Available,2018-11-08
PROP001541,House,Toronto,Toronto,Nigeria,677150.45,3050,2,Available,2024-08-03
PROP001542,Retail,Lagos,Sydney,Australia,1241122.75,8781,3,Available,2019-12-19
PROP001543,Villa,London,Singapore,Singapore,552109.83,917,5,Sold,2023-03-05
PROP001544,Apartment,New York,Berlin,USA,146364.66,4363,3,Rented,2024-11-02
PROP001545,Apartment,Berlin,Lagos,Nigeria,132521.15,8480,2,Sold,2023-04-21
PROP001546,House,Lagos,Berlin,Canada,1557711.56,2572,3,Sold,2018-07-22
PROP001547,House,Sydney,Toronto,UK,1082903.66,4727,1,Rented,2023-10-10
PROP001548,House,Toronto,Sydney,UK,747517.2,9731,4,Sold,2021-06-19
PROP001549,Villa,Toronto,Berlin,UK,204984.98,6176,4,Rented,2019-10-27
PROP001550,House,Toronto,Berlin,UAE,1669654.45,3104,1,Available,2020-11-14
PROP001551,Apartment,Sydney,Dubai,USA,1852620.53,5033,2,Rented,2023-06-26
PROP001552,Villa,Lagos,Sydney,USA,1848939.84,7960,1,Sold,2022-11-20
PROP001553,House,Toronto,New York,USA,416475.93,7354,2,Available,2020-03-18
PROP001554,Villa,New York,Berlin,Singapore,1991121.62,2841,2,Available,2019-02-03
PROP001555,Office,New York,New York,Australia,1740043.43,5063,4,Rented,2023-06-21
PROP001556,Office,Toronto,Toronto,Singapore,1450209.31,7559,5,Available,2023-01-25
PROP001557,House,Singapore,Sydney,UK,1516912.47,6623,3,Available,2024-09-14
PROP001558,Retail,Lagos,London,USA,268155.79,9545,1,Available,2018-03-03
PROP001559,House,Lagos,London,UAE,1870154.54,8706,2,Sold,2018-11-24
PROP001560,House,Toronto,Dubai,Australia,1271104.31,6309,2,Available,2019-03-13
PROP001561,Retail,Singapore,Sydney,Australia,740880.47,1021,3,Sold,2020-11-27
PROP001562,Apartment,Lagos,Sydney,Germany,1229742.55,5312,2,Rented,2018-05-17
PROP001563,Office,Sydney,New York,UK,174449.54,2091,3,Available,2024-09-22
PROP001564,Apartment,New York,Dubai,Canada,459302.31,2913,4,Available,2018-05-26
PROP001565,House,New York,Lagos,Nigeria,509643.12,6838,4,Available,2024-09-14
PROP001566,Office,London,Sydney,UK,222421.13,7377,5,Rented,2020-10-31
PROP001567,Retail,Singapore,Singapore,Germany,343511.94,5489,1,Rented,2022-12-22
PROP001568,Villa,Berlin,Dubai,UK,663057.67,8139,2,Available,2021-03-04
PROP001569,House,London,London,Nigeria,866392.91,7454,3,Rented,2022-07-17
PROP001570,Apartment,New York,New York,Canada,1462001.93,1541,2,Rented,2020-12-14
PROP001571,Villa,Singapore,Singapore,USA,736692.17,6584,4,Rented,2022-07-24
PROP001572,Retail,Sydney,Dubai,Germany,1328189.03,8216,1,Available,2020-07-08
PROP001573,Apartment,Toronto,Sydney,Nigeria,630708.08,2086,2,Rented,2019-05-22
PROP001574,Office,Berlin,Dubai,Australia,1140914.47,8207,4,Available,2018-12-13
PROP001575,Retail,Sydney,Singapore,Australia,1883611.19,9377,3,Sold,2023-09-11
PROP001576,Retail,Sydney,Berlin,Singapore,326366.19,9443,1,Available,2023-10-25
PROP001577,Retail,New York,Berlin,Canada,324747.79,838,4,Available,2021-09-08
PROP001578,House,New York,Berlin,Canada,1417817.64,2578,5,Available,2023-09-05
PROP001579,House,Toronto,Sydney,Australia,968155.92,7825,1,Sold,2022-11-09
PROP001580,Retail,Toronto,Singapore,Singapore,1677226.1,2329,1,Rented,2019-04-13
PROP001581,Office,Singapore,Sydney,Germany,458748.92,5136,5,Rented,2020-04-22
PROP001582,Office,Singapore,Singapore,Nigeria,1620679.04,5701,2,Sold,2022-08-30
PROP001583,Retail,Dubai,London,Australia,1861305.38,9442,5,Rented,2022-04-21
PROP001584,House,Berlin,Sydney,Nigeria,1891764.62,9767,4,Sold,2024-09-06
PROP001585,Villa,Lagos,Sydney,Singapore,559251.32,5281,2,Available,2021-01-08
PROP001586,Apartment,London,Berlin,UAE,1574185.83,677,1,Rented,2021-11-10
PROP001587,Retail,Berlin,London,UK,886383.62,4435,1,Rented,2021-03-14
PROP001588,Apartment,New York,Singapore,UAE,944907.45,1985,3,Rented,2024-06-29
PROP001589,House,Toronto,New York,Germany,787839.98,9653,5,Rented,2021-06-25
PROP001590,Office,Singapore,Lagos,Singapore,458119.97,8888,5,Rented,2021-07-09
PROP001591,Office,Singapore,Sydney,USA,1934072.51,4831,1,Sold,2019-08-26
PROP001592,Apartment,Dubai,Sydney,UK,1263924.2,8282,5,Rented,2022-06-23
PROP001593,Villa,New York,Singapore,Nigeria,388043.66,605,1,Rented,2020-02-07
PROP001594,Office,Singapore,Singapore,UAE,1444431.37,3783,2,Sold,2019-01-07
PROP001595,Apartment,London,Toronto,UAE,818406.02,4227,1,Available,2021-06-27
PROP001596,Office,Sydney,Singapore,Australia,808410.18,1877,2,Sold,2018-07-11
PROP001597,House,Toronto,London,Australia,1636539.43,6151,1,Sold,2019-04-16
PROP001598,Villa,Lagos,Dubai,Nigeria,1627168.22,9042,4,Available,2021-05-22
PROP001599,Villa,Berlin,Singapore,UK,172241.5,2604,5,Rented,2018-11-24
PROP001600,House,Toronto,Singapore,Singapore,1245274.07,4525,1,Available,2023-05-06
PROP001601,Villa,Sydney,London,UAE,494454.62,8499,4,Rented,2021-10-19
PROP001602,Villa,London,New York,UAE,673142.49,9198,2,Sold,2023-09-03
PROP001603,House,Dubai,Sydney,Germany,554917.72,3543,3,Available,2021-11-24
PROP001604,Apartment,Lagos,Berlin,UK,1241712.7,5623,5,Rented,2020-04-23
PROP001605,Apartment,Lagos,Berlin,Canada,1171015.11,6231,4,Sold,2018-11-23
PROP001606,Office,Singapore,Sydney,Nigeria,107181.73,1066,4,Sold,2020-08-14
PROP001607,House,Sydney,Berlin,Nigeria,412843.68,4599,5,Rented,2022-08-12
PROP001608,Villa,London,Sydney,UK,958425.07,9220,1,Available,2019-04-20
PROP001609,Apartment,London,New York,Canada,1289772.41,407,2,Rented,2019-12-10
PROP001610,House,Berlin,Berlin,UK,194025.07,2406,5,Sold,2024-07-16
PROP001611,House,New York,Sydney,USA,1052140.19,2212,4,Rented,2024-01-20
PROP001612,Apartment,London,London,Canada,544716.88,5416,1,Sold,2022-05-19
PROP001613,Office,Dubai,Berlin,Canada,522711.33,4924,5,Sold,2022-12-29
PROP001614,Retail,Lagos,Singapore,Nigeria,1832794.74,8408,4,Available,2020-04-03
PROP001615,Apartment,Singapore,Sydney,UK,1936884.36,7035,4,Sold,2019-04-08
PROP001616,House,Dubai,Toronto,Germany,1200503.2,1220,4,Available,2024-08-12
PROP001617,Villa,Sydney,Lagos,Germany,1322912.73,7833,1,Rented,2021-11-27
PROP001618,Apartment,Berlin,London,Canada,394798.32,1919,2,Rented,2024-08-30
PROP001619,Retail,New York,New York,Nigeria,1151968.95,2899,1,Rented,2021-03-12
PROP001620,Apartment,Lagos,Toronto,Nigeria,1845145.83,7790,3,Available,2022-12-12
PROP001621,Villa,New York,Sydney,Canada,687117.27,3018,4,Sold,2024-05-29
PROP001622,Office,Dubai,Singapore,Singapore,171709.85,7323,5,Sold,2023-03-08
PROP001623,Villa,Lagos,London,Singapore,866434.7,2810,3,Rented,2021-11-20
PROP001624,Retail,Singapore,Lagos,Germany,422490.17,9411,4,Sold,2018-09-30
PROP001625,House,New York,Singapore,UAE,497477.07,6212,1,Available,2020-04-18
PROP001626,Office,Toronto,London,Germany,579688.93,2925,1,Sold,2020-03-06
PROP001627,Retail,Sydney,Sydney,Nigeria,428986.91,2746,2,Rented,2021-01-29
PROP001628,Villa,Sydney,New York,Germany,1156039.01,9548,2,Sold,2024-11-15
PROP001629,Villa,New York,Dubai,Canada,470242.33,3242,5,Available,2021-07-31
PROP001630,Apartment,Toronto,Dubai,UK,1427443.86,6501,4,Rented,2022-03-01
PROP001631,Office,Toronto,Lagos,USA,548519.65,3852,2,Available,2019-10-18
PROP001632,Villa,Sydney,Singapore,Singapore,1296781.86,4481,5,Rented,2023-07-04
PROP001633,House,Berlin,Berlin,Australia,1303663.05,8414,5,Available,2019-11-19
PROP001634,Office,New York,Toronto,Germany,1829303.67,7492,1,Rented,2024-08-26
PROP001635,House,Toronto,Sydney,UK,555456.46,4970,1,Available,2022-05-09
PROP001636,House,Lagos,Singapore,USA,893942.69,9781,4,Rented,2018-09-11
PROP001637,Retail,Toronto,Singapore,UAE,1528022.49,6147,3,Rented,2021-08-05
PROP001638,Retail,New York,Toronto,Nigeria,1417340.12,7676,2,Rented,2018-08-21
PROP001639,Apartment,Singapore,Lagos,UK,292949.28,3667,2,Sold,2024-07-07
PROP001640,Apartment,London,Berlin,Canada,1392396.78,1646,1,Available,2024-04-02
PROP001641,Apartment,Lagos,Berlin,UAE,354302.25,6164,2,Available,2022-02-12
PROP001642,Villa,Berlin,Toronto,Singapore,1261672.94,7611,1,Sold,2019-09-26
PROP001643,House,Singapore,Toronto,UAE,601911.81,1378,2,Available,2024-11-12
PROP001644,Villa,Sydney,Singapore,Germany,1067003.43,5847,3,Rented,2020-08-12
PROP001645,House,London,Lagos,UK,455323.05,4695,4,Available,2019-09-29
PROP001646,House,Berlin,Berlin,Germany,1332875.34,2694,1,Available,2019-09-05
PROP001647,Retail,Toronto,Singapore,Singapore,1631536.83,9350,4,Available,2023-10-25
PROP001648,Retail,London,Berlin,Australia,665441.93,1405,2,Available,2018-07-14
PROP001649,Villa,Berlin,Singapore,UAE,224162.72,7476,3,Sold,2021-01-28
PROP001650,Apartment,London,Dubai,Canada,1500073.31,2164,4,Available,2019-08-24
PROP001651,Villa,Singapore,New York,USA,1679371.11,2012,1,Sold,2018-04-01
PROP001652,Villa,Berlin,Berlin,Australia,869411.81,7575,2,Sold,2021-06-19
PROP001653,House,Toronto,New York,Canada,518259.89,9770,2,Rented,2022-05-24
PROP001654,Office,Dubai,Lagos,UAE,1728320.2,4250,1,Sold,2021-07-28
PROP001655,House,Berlin,Lagos,USA,838954.74,4257,3,Rented,2019-11-20
PROP001656,Retail,London,New York,Canada,925783.11,367,1,Rented,2020-04-08
PROP001657,Retail,Lagos,Toronto,Germany,197532.39,1451,3,Available,2024-11-29
PROP001658,Office,New York,London,USA,1125486.23,6652,5,Available,2018-11-03
PROP001659,Office,Dubai,Singapore,USA,1875390.41,854,2,Sold,2022-12-28
PROP001660,Retail,Toronto,Toronto,Canada,122406.86,5640,3,Sold,2018-01-12
PROP001661,Apartment,Toronto,Toronto,Australia,676917.12,6999,2,Sold,2018-09-01
PROP001662,Retail,Sydney,Dubai,Nigeria,1406748.35,7074,4,Rented,2021-10-29
PROP001663,Retail,Sydney,New York,Singapore,1466198.73,8366,5,Available,2024-08-22
PROP001664,Apartment,Toronto,Berlin,USA,321701.17,9264,1,Sold,2022-10-04
PROP001665,Retail,Dubai,Sydney,Singapore,92381.71,2865,2,Rented,2024-06-28
PROP001666,Apartment,Dubai,Toronto,UK,560857.96,4809,5,Available,2024-08-04
PROP001667,Retail,Berlin,Lagos,Canada,441455.39,2996,1,Rented,2020-09-06
PROP001668,Villa,Singapore,Berlin,Singapore,458093.98,7464,1,Sold,2020-04-28
PROP001669,House,Toronto,Dubai,UK,1725807.84,2812,5,Available,2024-01-21
PROP001670,Retail,Berlin,Dubai,Australia,1587133.98,7553,2,Available,2021-04-04
PROP001671,House,Singapore,Dubai,Australia,1012552.07,4072,4,Sold,2022-01-30
PROP001672,Retail,London,Dubai,UK,1785791.36,1758,5,Rented,2018-04-17
PROP001673,Villa,Berlin,London,UAE,1234600.6,680,2,Available,2021-01-10
PROP001674,Villa,New York,Dubai,Nigeria,1083771.13,4694,2,Rented,2020-06-04
PROP001675,Retail,London,Sydney,Germany,1601679.66,5537,5,Rented,2019-05-06
PROP001676,Office,London,Sydney,Australia,1590370.23,2818,1,Sold,2019-06-01
PROP001677,Retail,Dubai,Singapore,Singapore,1410650.02,8771,3,Available,2022-02-07
PROP001678,Retail,Berlin,Lagos,USA,1086136.77,3537,3,Rented,2022-03-07
PROP001679,Office,Sydney,New York,UAE,1588933.4,2106,3,Rented,2024-07-08
PROP001680,Villa,London,Berlin,Nigeria,976422.03,9523,2,Rented,2018-04-25
PROP001681,Apartment,London,Dubai,USA,697531.74,6235,1,Available,2024-03-16
PROP001682,Apartment,Sydney,Sydney,Singapore,455132.9,4503,5,Rented,2018-10-14
PROP001683,Retail,Sydney,Toronto,UAE,243578.92,8603,5,Available,2024-11-17
PROP001684,Office,New York,London,UAE,1711993.23,5990,5,Available,2018-07-09
PROP001685,Office,Berlin,Lagos,Nigeria,521754.57,9701,1,Sold,2018-09-26
PROP001686,Apartment,Toronto,London,Canada,1677703.33,7849,2,Sold,2022-09-12
PROP001687,Office,Sydney,Berlin,Germany,1261254.45,2095,4,Rented,2019-10-30
PROP001688,Retail,Lagos,Singapore,Nigeria,1959383.12,6120,2,Available,2019-11-01
PROP001689,Retail,Berlin,Toronto,UK,991054.08,2165,2,Available,2020-12-09
PROP001690,Office,Lagos,Toronto,Australia,1671088.35,8556,2,Available,2022-07-22
PROP001691,Office,Dubai,Berlin,USA,1362129.6,3912,5,Rented,2021-10-15
PROP001692,Retail,Berlin,London,Canada,581703.96,4597,1,Rented,2020-01-07
PROP001693,Retail,Berlin,Berlin,UK,485383.95,9902,5,Sold,2023-12-07
PROP001694,House,Berlin,Dubai,UAE,1478445.11,2453,3,Rented,2021-10-11
PROP001695,House,Singapore,Toronto,UAE,1568327.33,2892,4,Sold,2024-01-09
PROP001696,Apartment,New York,London,Nigeria,1472786.45,7508,2,Rented,2021-05-26
PROP001697,Villa,Lagos,Berlin,Canada,221805.46,5754,1,Sold,2018-12-26
PROP001698,Villa,London,Sydney,Singapore,201324.48,5705,3,Rented,2024-03-17
PROP001699,Retail,London,Singapore,Singapore,1525569.16,6614,4,Rented,2024-10-26
PROP001700,Retail,Lagos,Berlin,Canada,1861616.96,2114,2,Rented,2020-06-16
PROP001701,Villa,Lagos,Lagos,UK,1496927.46,9391,4,Sold,2021-03-20
PROP001702,Retail,Lagos,Sydney,UAE,341259.22,2618,5,Sold,2024-02-26
PROP001703,Retail,Berlin,Berlin,Canada,1869944.83,5765,4,Sold,2018-04-05
PROP001704,Office,Sydney,London,Singapore,1428461.91,9557,1,Available,2022-07-29
PROP001705,Retail,Lagos,Dubai,USA,652145.79,7500,5,Available,2019-05-08
PROP001706,Apartment,Berlin,London,USA,1298946.87,4039,5,Rented,2020-05-14
PROP001707,Retail,Sydney,Sydney,UK,55856.14,9888,2,Sold,2020-11-15
PROP001708,Office,Sydney,Dubai,UK,551929.85,8601,2,Rented,2023-07-30
PROP001709,House,Lagos,Sydney,Canada,656498.4,2177,1,Rented,2020-12-30
PROP001710,Villa,Singapore,New York,UK,128463.27,9256,1,Sold,2018-02-19
PROP001711,House,New York,Toronto,UK,1103302.65,5964,5,Rented,2024-06-14
PROP001712,Retail,Sydney,Berlin,UAE,206966.32,798,2,Rented,2020-06-10
PROP001713,Apartment,Dubai,New York,Australia,1067316.34,4128,4,Sold,2022-09-14
PROP001714,Retail,London,Sydney,Canada,61232.36,6126,5,Rented,2024-04-27
PROP001715,Office,Dubai,Toronto,Nigeria,1949344.78,8810,5,Sold,2022-07-19
PROP001716,Apartment,Dubai,Dubai,UAE,706356.97,5850,5,Available,2023-12-05
PROP001717,Retail,New York,Dubai,Canada,1770124.68,6074,5,Available,2022-09-16
PROP001718,Retail,Sydney,Berlin,Singapore,298225.19,6281,2,Sold,2018-01-08
PROP001719,Retail,Toronto,Sydney,Singapore,516679.34,7607,5,Available,2020-07-15
PROP001720,Retail,Lagos,Sydney,Germany,579780.81,4531,5,Available,2024-12-09
PROP001721,Office,Singapore,New York,USA,529233.16,9968,3,Available,2019-08-25
PROP001722,Retail,Lagos,Toronto,UAE,1346954.34,1642,4,Rented,2023-09-20
PROP001723,Office,Toronto,Dubai,Germany,1378729.58,1231,5,Sold,2023-06-19
PROP001724,Villa,Singapore,Toronto,UK,1361362.49,3301,2,Available,2020-03-14
PROP001725,Office,Lagos,Dubai,UAE,429119.78,7138,4,Sold,2021-04-30
PROP001726,Apartment,New York,London,Canada,1699975.64,1920,5,Available,2023-09-20
PROP001727,Villa,Berlin,New York,Canada,1319779.9,9900,4,Rented,2022-06-27
PROP001728,Office,New York,Dubai,Australia,335454.55,8142,5,Available,2022-06-12
PROP001729,Retail,London,Dubai,Singapore,287265.25,4566,1,Sold,2019-10-24
PROP001730,Apartment,London,Singapore,UAE,256749.62,2692,3,Rented,2019-05-11
PROP001731,House,London,Sydney,UAE,424412.96,6507,4,Sold,2024-07-04
PROP001732,Retail,Toronto,Dubai,USA,1509142.43,3251,4,Sold,2024-11-02
PROP001733,Villa,London,Singapore,Australia,586357.72,5663,5,Rented,2018-03-25
PROP001734,Apartment,Lagos,Singapore,Singapore,1662786.98,5419,5,Sold,2018-03-30
PROP001735,Retail,London,New York,Australia,1690625.79,616,3,Sold,2021-10-05
PROP001736,Office,Lagos,Lagos,Canada,1211118.53,8680,2,Rented,2023-09-01
PROP001737,Retail,Lagos,Toronto,USA,1005600.65,1729,1,Rented,2021-12-24
PROP001738,Office,Toronto,London,Australia,625900.11,5143,3,Available,2018-02-18
PROP001739,House,Sydney,London,Canada,747154.52,5555,1,Available,2021-12-19
PROP001740,Office,Lagos,Sydney,UAE,1968951.37,3990,5,Available,2020-08-18
PROP001741,Retail,Berlin,London,UAE,247937.52,2866,2,Available,2022-03-27
PROP001742,Villa,Lagos,Singapore,UK,1978417.93,500,4,Sold,2021-04-05
PROP001743,Apartment,Sydney,New York,UK,496342.71,1765,2,Rented,2024-04-18
PROP001744,Villa,Toronto,Dubai,Australia,868771.09,6185,3,Available,2024-02-25
PROP001745,Office,Sydney,Singapore,Nigeria,1954861.67,9139,2,Rented,2019-06-15
PROP001746,Retail,Lagos,Singapore,UK,312938.46,3327,5,Rented,2024-09-16
PROP001747,Apartment,Sydney,Dubai,Australia,55346.73,6950,4,Rented,2023-10-01
PROP001748,Office,Sydney,London,Australia,1695751.42,677,1,Available,2021-12-05
PROP001749,House,Singapore,Sydney,UK,318752.51,7357,5,Rented,2024-04-07
PROP001750,Apartment,Berlin,New York,Germany,796929.9,9070,5,Rented,2023-07-31
PROP001751,Villa,Berlin,London,USA,706162.83,8243,4,Available,2018-01-01
PROP001752,Retail,London,New York,Australia,288043.53,6704,3,Available,2018-05-31
PROP001753,Villa,Dubai,New York,UAE,258812.74,3360,2,Sold,2020-08-17
PROP001754,Office,Toronto,Toronto,Canada,1751664.43,2182,1,Rented,2021-04-18
PROP001755,Villa,Dubai,New York,Germany,1104614.02,4433,5,Rented,2020-02-01
PROP001756,House,Berlin,Berlin,USA,1947679.16,9596,3,Available,2024-04-16
PROP001757,Office,Dubai,Sydney,UAE,205995.61,2929,1,Available,2021-04-03
PROP001758,Office,Lagos,Sydney,USA,407217.08,9017,5,Available,2020-07-01
PROP001759,Apartment,Singapore,Berlin,Australia,327155.32,3104,5,Rented,2024-08-03
PROP001760,House,New York,New York,Australia,919068.1,6732,4,Rented,2023-02-20
PROP001761,Office,Sydney,Toronto,Singapore,1537085.82,1679,4,Available,2021-11-24
PROP001762,Villa,Berlin,Dubai,Canada,1023417.65,9345,2,Available,2023-07-27
PROP001763,Office,New York,Berlin,Nigeria,834413.06,4165,1,Rented,2020-02-29
PROP001764,House,Lagos,Dubai,Singapore,113978.54,2608,3,Sold,2020-10-30
PROP001765,Retail,Toronto,Singapore,Nigeria,928950.64,7937,1,Rented,2021-08-09
PROP001766,Villa,Dubai,Singapore,UK,1282579.39,6343,2,Rented,2023-12-16
PROP001767,Apartment,Toronto,Singapore,Canada,1600560.46,3054,3,Available,2018-07-14
PROP001768,Apartment,Lagos,Berlin,UK,931138.55,1684,4,Available,2022-11-07
PROP001769,Apartment,Sydney,Dubai,Canada,821268.85,9409,1,Available,2023-03-21
PROP001770,Apartment,London,Berlin,Singapore,1299219.99,7065,3,Sold,2020-07-03
PROP001771,Apartment,Berlin,London,Australia,413206.06,3058,1,Sold,2020-11-01
PROP001772,House,Berlin,Lagos,Germany,241153.07,1162,1,Sold,2018-02-11
PROP001773,Apartment,New York,Singapore,USA,102871.04,5299,4,Sold,2018-09-07
PROP001774,Retail,London,Singapore,Germany,457412.92,3994,3,Sold,2023-10-05
PROP001775,House,Lagos,New York,Australia,1706079.75,9261,2,Sold,2023-06-05
PROP001776,Office,New York,Dubai,Australia,473740.7,2348,4,Sold,2019-10-14
PROP001777,Office,Toronto,Berlin,Singapore,1014962.42,5574,1,Rented,2024-02-18
PROP001778,Villa,Singapore,Dubai,Canada,209937.57,8653,4,Rented,2019-04-08
PROP001779,Villa,New York,Singapore,Nigeria,723940.72,320,5,Rented,2018-03-14
PROP001780,Villa,London,Berlin,UAE,1016513.16,3470,1,Sold,2022-05-09
PROP001781,Retail,Singapore,New York,Germany,445207.39,8900,1,Sold,2018-04-21
PROP001782,House,London,Berlin,USA,1327898.15,6797,4,Sold,2022-05-04
PROP001783,Retail,Sydney,Singapore,UK,236430.02,602,4,Sold,2019-12-06
PROP001784,Retail,London,Dubai,UAE,288915.6,442,1,Sold,2022-10-13
PROP001785,House,Toronto,Dubai,Singapore,414716.55,5992,2,Sold,2024-07-04
PROP001786,Apartment,Toronto,Singapore,USA,118477.66,8807,1,Rented,2019-09-15
PROP001787,Office,Dubai,Toronto,Nigeria,1094877.27,3972,3,Sold,2020-11-22
PROP001788,Apartment,New York,Singapore,Germany,644342.69,1310,5,Rented,2020-08-11
PROP001789,Office,Sydney,Berlin,Germany,1662628.95,9613,3,Available,2020-05-25
PROP001790,House,Sydney,London,UAE,310025.75,8028,4,Rented,2022-12-28
PROP001791,Apartment,Berlin,Dubai,USA,1842995.42,8869,1,Sold,2024-03-05
PROP001792,Villa,Dubai,New York,Canada,998411.12,4884,4,Sold,2018-12-19
PROP001793,Apartment,Toronto,Singapore,UAE,1913218.75,6928,1,Rented,2022-03-24
PROP001794,Villa,Dubai,Sydney,Singapore,826266.59,8561,4,Available,2021-12-03
PROP001795,Apartment,Berlin,Lagos,Canada,333321.29,9669,4,Sold,2018-09-14
PROP001796,Retail,London,Berlin,Nigeria,1146061.21,2466,2,Rented,2019-02-24
PROP001797,Retail,Dubai,London,Germany,269206.37,8933,3,Available,2024-04-20
PROP001798,House,Toronto,New York,UAE,610083.38,4520,2,Rented,2021-10-13
PROP001799,Apartment,Sydney,Singapore,Australia,521672.64,1325,3,Available,2023-01-02
PROP001800,Villa,New York,Berlin,Canada,1146272.59,2974,1,Rented,2023-02-03
PROP001801,House,Toronto,Dubai,UK,376682.54,1820,3,Available,2019-04-05
PROP001802,Retail,Sydney,New York,USA,474342.88,1544,5,Rented,2019-05-26
PROP001803,House,New York,Singapore,UAE,564697.1,9728,4,Sold,2023-11-26
PROP001804,Retail,Sydney,Singapore,Singapore,1173903.28,4635,4,Rented,2020-09-28
PROP001805,Villa,Dubai,Singapore,Nigeria,813116.06,7772,5,Sold,2018-11-23
PROP001806,Office,London,Sydney,UK,1572051.23,7133,2,Rented,2021-06-28
PROP001807,Villa,New York,Dubai,Nigeria,1384670.63,806,3,Rented,2019-06-29
PROP001808,Villa,Toronto,London,UAE,1608295.79,1117,5,Available,2021-06-15
PROP001809,Office,Toronto,Lagos,Germany,1401457.31,2395,5,Available,2020-01-03
PROP001810,Retail,Toronto,Toronto,UK,1119480.64,7589,4,Available,2024-08-08
PROP001811,House,Sydney,Toronto,Australia,83930.98,4567,2,Sold,2024-06-27
PROP001812,Apartment,Singapore,Berlin,UAE,1696959.25,9037,3,Rented,2020-03-29
PROP001813,Retail,Berlin,Toronto,Germany,1467281.37,8706,4,Rented,2022-02-24
PROP001814,Office,Berlin,Toronto,UAE,129854.89,1815,5,Rented,2022-05-18
PROP001815,Retail,Singapore,Berlin,Nigeria,1265050.75,6407,5,Sold,2022-05-23
PROP001816,House,Singapore,Lagos,Nigeria,1654885.11,4254,3,Available,2022-07-24
